"names.deg.","deg","degree_centrality","closeness_centrality","eigenvector_centrality","betweenness_centrality"
"SNORA36B",15,15,1.9205508742192e-09,0.00954658474972775,0
"SNORA49",12,12,1.9205508742192e-09,0.00833117542839221,0
"SNORA59A",7,7,1.9205508742192e-09,0.00516620231609274,0
"SNORA59B",7,7,1.9205508742192e-09,0.00516620231609274,0
"SNORA70D",12,12,1.9205508742192e-09,0.0084394864978304,0
"SNORA79",10,10,1.9205508742192e-09,0.00678122660580999,0
"SNORD103B",21,21,1.9205508742192e-09,0.0134391691325666,0
"SNORD114-10",12,12,1.9205508742192e-09,0.00812810880955289,0
"SNORD114-11",12,12,1.9205508742192e-09,0.00825567613018306,0
"SNORD114-12",12,12,1.9205508742192e-09,0.00809944128717107,0
"SNORD114-18",14,14,1.9205508742192e-09,0.00974579127414602,0
"SNORD114-19",12,12,1.9205508742192e-09,0.00814806682801809,0
"SNORD114-2",12,12,1.9205508742192e-09,0.00772486431004698,0
"SNORD114-9",12,12,1.9205508742192e-09,0.00812810880955288,0
"SNORD115-4",4,4,1.9205508742192e-09,0.00317968798625376,0
"SNORD115-45",8,8,1.9205508742192e-09,0.0060756477646339,0
"SNORD115-5",3,3,1.9205508742192e-09,0.00216006076357214,0
"SNORD115-6",3,3,1.9205508742192e-09,0.00219661378783157,0
"SNORD116-1",8,8,1.9205508742192e-09,0.00536592939276881,0
"SNORD116-10",15,15,1.9205508742192e-09,0.0102650761040564,0
"SNORD116-11",12,12,1.9205508742192e-09,0.00811253937111316,0
"SNORD116-13",11,11,1.9205508742192e-09,0.00792140552922919,0
"SNORD116-14",8,8,1.9205508742192e-09,0.00594006297660985,0
"SNORD116-15",9,9,1.9205508742192e-09,0.00659011709027654,0
"SNORD116-17",12,12,1.9205508742192e-09,0.00863944190051957,0
"SNORD116-18",9,9,1.9205508742192e-09,0.00637578034656798,0
"SNORD116-19",12,12,1.9205508742192e-09,0.00863944190051957,0
"SNORD116-20",8,8,1.9205508742192e-09,0.00606399442986053,0
"SNORD116-21",10,10,1.9205508742192e-09,0.00760978045542141,0
"SNORD116-22",10,10,1.9205508742192e-09,0.0074163356697815,0
"SNORD116-23",10,10,1.9205508742192e-09,0.00749534274324557,0
"SNORD116-27",3,3,1.9205508742192e-09,0.00226179103739079,0
"SNORD116-3",17,17,1.9205508742192e-09,0.0117358281737751,0
"SNORD116-4",10,10,1.9205508742192e-09,0.00763533344423883,0
"SNORD116-5",12,12,1.9205508742192e-09,0.00852839790864272,0
"SNORD116-9",17,17,1.9205508742192e-09,0.0117358281737751,0
"SNORD119",16,16,1.9205508742192e-09,0.0119097605786416,0
"SNORD121A",7,7,1.9205508742192e-09,0.00519536325904735,0
"SNORD21",21,21,1.9205508742192e-09,0.0130634056155656,0
"SNORD73B",17,17,1.9205508742192e-09,0.01129803782278,0
"SNORD90",12,12,1.9205508742192e-09,0.00866977687380812,0
"SNORD97",18,18,1.9205508742192e-09,0.0120769065553387,0
"SNORD98",16,16,1.9205508742192e-09,0.00972891449197941,0
"SP7",20,20,1.9205508742192e-09,0.0133721083285496,0
"SPACA1",14,14,1.9205508742192e-09,0.0102514054407148,0
"SPATA25",17,17,1.9205508742192e-09,0.0121487237858848,0
"SPATA3",12,12,1.9205508742192e-09,0.00893424859344182,0
"SPATA42",10,10,1.9205508742192e-09,0.00749532852390618,0
"SPATA9",9,9,1.9205508742192e-09,0.0065648299625062,0
"SPIN2A",23,23,1.9205508742192e-09,0.0170945220565603,0
"SPON2",29,29,1.9205508742192e-09,0.019492338028044,0
"SPRR2F",13,13,1.9205508742192e-09,0.00885467936930474,0
"SPZ1",9,9,1.9205508742192e-09,0.00668178435904771,0
"SRRM5",14,14,1.9205508742192e-09,0.00982696874540587,0
"ST18",22,22,1.9205508742192e-09,0.0155561517511063,0
"SULT1C2P1",9,9,1.9205508742192e-09,0.00578775945693209,0
"SYTL4",39,39,1.9205508742192e-09,0.0262166614427901,0
"TAAR6",10,10,1.9205508742192e-09,0.00728498836108177,0
"TAAR8",8,8,1.9205508742192e-09,0.00565640758707012,0
"TAS2R20",7,7,1.9205508742192e-09,0.00519827715009956,0
"TAS2R4",8,8,1.9205508742192e-09,0.00560975182613715,0
"TAS2R5",13,13,1.9205508742192e-09,0.00928828891492778,0
"TBX22",15,15,1.9205508742192e-09,0.0105385423572786,0
"TCHH",13,13,1.9205508742192e-09,0.00951603513558151,0
"TCP11X2",11,11,1.9205508742192e-09,0.00809241977029598,0
"TECTA",13,13,1.9205508742192e-09,0.00892881479716496,0
"TEK",25,25,1.9205508742192e-09,0.0180117125452065,0
"TEX26",24,24,1.9205508742192e-09,0.0175563794777854,0
"TFAP2B",29,29,1.9205508742192e-09,0.0200049471555846,0
"TIE1",17,17,1.9205508742192e-09,0.0127182309020494,0
"TM6SF2",37,37,1.9205508742192e-09,0.0254246325734036,0
"TMC3",17,17,1.9205508742192e-09,0.0115813393143509,0
"TMEM204",28,28,1.9205508742192e-09,0.0196196122359431,0
"TMEM252",13,13,1.9205508742192e-09,0.00913096892640135,0
"TMEM61",27,27,1.9205508742192e-09,0.0182743287710969,0
"TMEM89",9,9,1.9205508742192e-09,0.00707621852963189,0
"TMPRSS11A",9,9,1.9205508742192e-09,0.0066299459420831,0
"TMPRSS11BNL",10,10,1.9205508742192e-09,0.00755206396769026,0
"TMPRSS5",11,11,1.9205508742192e-09,0.00791341250140905,0
"TMSB4Y",33,33,1.9205508742192e-09,0.0238031091745621,0
"TOP1P1",8,8,1.9205508742192e-09,0.00631026830001688,0
"TOPAZ1",15,15,1.9205508742192e-09,0.0108766094965874,0
"TRAT1",8,8,1.9205508742192e-09,0.00589515736383048,0
"TRDN",7,7,1.9205508742192e-09,0.00507235501888732,0
"TRO",32,32,1.9205508742192e-09,0.0231722291843756,0
"TSSK4",12,12,1.9205508742192e-09,0.00826274486628183,0
"TTTY15",27,27,1.9205508742192e-09,0.0189064056975464,0
"TTTY18",6,6,1.9205508742192e-09,0.00459297921985241,0
"TUBA3C",12,12,1.9205508742192e-09,0.00859251087499694,0
"TYR",10,10,1.9205508742192e-09,0.00701162687333576,0
"UBQLNL",8,8,1.9205508742192e-09,0.00600339667094988,0
"USH2A",7,7,1.9205508742192e-09,0.00540557084518541,0
"UTF1",20,20,1.9205508742192e-09,0.0146224464791086,0
"VENTXP1",6,6,1.9205508742192e-09,0.00460757752038994,0
"VEPH1",20,20,1.9205508742192e-09,0.0124001366480759,0
"VGLL1",15,15,1.9205508742192e-09,0.0107706453380295,0
"WBP11P1",9,9,1.9205508742192e-09,0.00701858653125472,0
"WDR72",20,20,1.9205508742192e-09,0.0150251745163286,0
"WFDC13",9,9,1.9205508742192e-09,0.00574719729753608,0
"WFIKKN2",24,24,1.9205508742192e-09,0.0159102919341965,0
"WNT3A",28,28,1.9205508742192e-09,0.0188396217849034,0
"ZCWPW2",10,10,1.9205508742192e-09,0.00712937271123729,0
"ZNF454",25,25,1.9205508742192e-09,0.0181475006191247,0
"ZNF541",13,13,1.9205508742192e-09,0.00962589077725436,0
"ZNF732",8,8,1.9205508742192e-09,0.00578072481658773,0
"ZP1",15,15,1.9205508742192e-09,0.0107638090758934,0
"ZSCAN1",32,32,1.9205508742192e-09,0.0229436167973574,0
"ADAM1B",8,8,1.9205508742192e-09,0.0053021305094742,0
"BTNL2",14,14,1.9205508742192e-09,0.00955671048660886,0
"C11orf1",20,20,1.9205508742192e-09,0.0139115373700842,0
"C11orf30",23,23,1.9205508742192e-09,0.0157475992944995,0
"C11orf58",18,18,1.9205508742192e-09,0.0125236823069256,0
"C11orf94",3,3,1.9205508742192e-09,0.00242101674003329,0
"C12orf10",17,17,1.9205508742192e-09,0.0114170520093641,0
"C12orf60",16,16,1.9205508742192e-09,0.0111644759467821,0
"C14orf119",24,24,1.9205508742192e-09,0.0153767677907448,0
"C14orf142",23,23,1.9205508742192e-09,0.01589644757985,0
"C14orf159",6,6,1.9205508742192e-09,0.00446881344348935,0
"C14orf166",15,15,1.9205508742192e-09,0.0102523910309631,0
"C15orf40",22,22,1.9205508742192e-09,0.0145825782822072,0
"C15orf41",15,15,1.9205508742192e-09,0.010367749874518,0
"C16orf46",12,12,1.9205508742192e-09,0.00900406554169934,0
"C16orf54",19,19,1.9205508742192e-09,0.0120545801277856,0
"C16orf86",16,16,1.9205508742192e-09,0.0113992022317197,0
"C17orf75",22,22,1.9205508742192e-09,0.0150246209010173,0
"C17orf89",17,17,1.9205508742192e-09,0.0110563879680663,0
"C17orf98",9,9,1.9205508742192e-09,0.0068472778978545,0
"C18orf21",24,24,1.9205508742192e-09,0.016355721689273,0
"C18orf32",21,21,1.9205508742192e-09,0.0141669769201209,0
"C18orf54",20,20,1.9205508742192e-09,0.0143344430913292,0
"C19orf12",22,22,1.9205508742192e-09,0.0147150944726996,0
"C19orf25",22,22,1.9205508742192e-09,0.0139841798839198,0
"C19orf40",15,15,1.9205508742192e-09,0.0107709932963717,0
"C19orf47",19,19,1.9205508742192e-09,0.0125582412241291,0
"C19orf59",8,8,1.9205508742192e-09,0.00583758102318667,0
"C19orf81",12,12,1.9205508742192e-09,0.00871033219010134,0
"C1orf109",17,17,1.9205508742192e-09,0.0111513818824248,0
"C1orf123",22,22,1.9205508742192e-09,0.0145457308831786,0
"C20ORF85",24,24,1.9205508742192e-09,0.0174250855845788,0
"C20orf195",9,9,1.9205508742192e-09,0.00695640494976276,0
"C3orf18",7,7,1.9205508742192e-09,0.00553274484490749,0
"C3orf38",24,24,1.9205508742192e-09,0.016006868374315,0
"C4orf27",17,17,1.9205508742192e-09,0.0113082318779275,0
"C4orf51",6,6,1.9205508742192e-09,0.00446839970221248,0
"C5ORF58",16,16,1.9205508742192e-09,0.0112603205333566,0
"C5orf22",22,22,1.9205508742192e-09,0.0144798500355427,0
"C5orf24",24,24,1.9205508742192e-09,0.0156834320218719,0
"C7orf43",15,15,1.9205508742192e-09,0.0103742528268719,0
"C8orf37",18,18,1.9205508742192e-09,0.0126162178019159,0
"C8orf58",15,15,1.9205508742192e-09,0.0104608911872908,0
"C8orf76",21,21,1.9205508742192e-09,0.0146728510762104,0
"CAPSL",22,22,1.9205508742192e-09,0.0143727091918867,0
"CDH16",18,18,1.9205508742192e-09,0.0122674898841612,0
"CDX1",26,26,1.9205508742192e-09,0.017670966450476,0
"CLEC4D",17,17,1.9205508742192e-09,0.0119396363410422,0
"CLEC4F",12,12,1.9205508742192e-09,0.00847928687248776,0
"DNMT3L",26,26,1.9205508742192e-09,0.0184646708290555,0
"DUSP27",23,23,1.9205508742192e-09,0.0146049205208587,0
"DYX1C1",17,17,1.9205508742192e-09,0.0120123298553957,0
"EMILIN1",31,31,1.9205508742192e-09,0.0219028323435187,0
"ERP27",20,20,1.9205508742192e-09,0.0137472600632218,0
"FAM132B",16,16,1.9205508742192e-09,0.0116159140633209,0
"FAM9A",10,10,1.9205508742192e-09,0.00685672617407363,0
"FOLR1",13,13,1.9205508742192e-09,0.00970951147062737,0
"FOLR4",13,13,1.9205508742192e-09,0.00955757769795924,0
"GPA33",13,13,1.9205508742192e-09,0.00950301005693157,0
"GPR31",14,14,1.9205508742192e-09,0.0102758603607611,0
"GTF2H4",19,19,1.9205508742192e-09,0.0132008819860123,0
"H1FNT",15,15,1.9205508742192e-09,0.0107269532510946,0
"HLA-DOA",13,13,1.9205508742192e-09,0.00973253581607315,0
"HLA-DOB",11,11,1.9205508742192e-09,0.00762401109186456,0
"IFNA4",12,12,1.9205508742192e-09,0.00828688147394429,0
"KIAA1731NL",10,10,1.9205508742192e-09,0.00761339060101965,0
"KLK11",16,16,1.9205508742192e-09,0.0104115641939596,0
"KRTAP13-3",15,15,1.9205508742192e-09,0.0105404121308502,0
"LOC100128593",20,20,1.9205508742192e-09,0.0142923158648876,0
"LOC286083",7,7,1.9205508742192e-09,0.00494264007679363,0
"LOC400620",21,21,1.9205508742192e-09,0.0148790685289892,0
"LOC401177",9,9,1.9205508742192e-09,0.00615787434180143,0
"LOC442497",31,31,1.9205508742192e-09,0.0228631405110082,0
"LRRC4B",42,42,1.9205508742192e-09,0.0286151039279937,0
"LRRC63",11,11,1.9205508742192e-09,0.00855535542227071,0
"MEI1",33,33,1.9205508742192e-09,0.0236395043628764,0
"MIR4775",13,13,1.9205508742192e-09,0.00862462896657922,0
"MIR802",14,14,1.9205508742192e-09,0.00984067534879741,0
"MIR99A",15,15,1.9205508742192e-09,0.0103174916332702,0
"MTVR2",20,20,1.9205508742192e-09,0.0126091936626447,0
"MYADML2",17,17,1.9205508742192e-09,0.0115257050951199,0
"OCM",13,13,1.9205508742192e-09,0.00980134802387104,0
"OR4D1",20,20,1.9205508742192e-09,0.0143809127504492,0
"OTUD6A",16,16,1.9205508742192e-09,0.0116367065083581,0
"PASD1",31,31,1.9205508742192e-09,0.0216233215516482,0
"PEG3-AS1",7,7,1.9205508742192e-09,0.00484428153697973,0
"PLA2G4D",32,32,1.9205508742192e-09,0.020639134216515,0
"PLA2G4E",15,15,1.9205508742192e-09,0.0100860711549016,0
"POF1B",23,23,1.9205508742192e-09,0.015927468582786,0
"PPP1R11",23,23,1.9205508742192e-09,0.0152425012272614,0
"PRAMEF8",15,15,1.9205508742192e-09,0.010018521116137,0
"RFPL3",21,21,1.9205508742192e-09,0.0152178869593152,0
"RNF5",18,18,1.9205508742192e-09,0.012683708599489,0
"SLC2A9",15,15,1.9205508742192e-09,0.0103440339211493,0
"SLC38A11",15,15,1.9205508742192e-09,0.0107826553591509,0
"SLC44A4",18,18,1.9205508742192e-09,0.0122126415862154,0
"SLC44A5",9,9,1.9205508742192e-09,0.00621582475721465,0
"SLCO2B1",21,21,1.9205508742192e-09,0.0149872326992896,0
"SMPD5",14,14,1.9205508742192e-09,0.00946608675328614,0
"SNORA5C",16,16,1.9205508742192e-09,0.0108543210650903,0
"SNORA66",16,16,1.9205508742192e-09,0.0111471687586591,0
"SNORD115-12",7,7,1.9205508742192e-09,0.00528810604967087,0
"SNORD115-9",7,7,1.9205508742192e-09,0.00528810604967087,0
"SNORD116-29",6,6,1.9205508742192e-09,0.00454442328269851,0
"SPG20",27,27,1.9205508742192e-09,0.0184923796347614,0
"STARD6",24,24,1.9205508742192e-09,0.0173064182075486,0
"TBC1D21",18,18,1.9205508742192e-09,0.0129159594699363,0
"TLX1",28,28,1.9205508742192e-09,0.0190681899653433,0
"TLX1NB",27,27,1.9205508742192e-09,0.01863391577925,0
"TMEM218",20,20,1.9205508742192e-09,0.0145479171540805,0
"TPBGL",13,13,1.9205508742192e-09,0.00937794574439998,0
"TTC34",9,9,1.9205508742192e-09,0.00642050385489987,0
"TTLL8",7,7,1.9205508742192e-09,0.00503728794143529,0
"ZBTB22",16,16,1.9205508742192e-09,0.0113173271845562,0
"ZNF676",19,19,1.9205508742192e-09,0.0131556430398813,0
"KRTAP10-1",14,14,1.9205508742192e-09,0.00933373237099112,0
"SNORA36A",11,11,1.9205508742192e-09,0.00742271439053725,0
"TSSK2",19,19,1.9205508742192e-09,0.0110317653899743,0
"AGAP7P",16,16,1.9205508742192e-09,0.0110419634447868,0
"ARHGAP8",31,31,1.9205508742192e-09,0.0226323862609369,0
"ARR3",10,10,1.9205508742192e-09,0.00726856776191767,0
"ASAP1-IT1",18,18,1.9205508742192e-09,0.0117549227942956,0
"BCORP1",10,10,1.9205508742192e-09,0.00731532061102957,0
"BTNL9",12,12,1.9205508742192e-09,0.00849607962880091,0
"C15ORF32",9,9,1.9205508742192e-09,0.00638237322955976,0
"CCDC168",10,10,1.9205508742192e-09,0.00661877639638418,0
"CDRT1",12,12,1.9205508742192e-09,0.00816103478212805,0
"CDRT7",10,10,1.9205508742192e-09,0.00745426071020636,0
"CNFN",15,15,1.9205508742192e-09,0.0103781136798689,0
"CYP2A6",22,22,1.9205508742192e-09,0.0154580851629649,0
"DNAH5",17,17,1.9205508742192e-09,0.0120015870381474,0
"EXOC3L2",24,24,1.9205508742192e-09,0.0164398245622778,0
"FBXW10",17,17,1.9205508742192e-09,0.0115064699647136,0
"FMOD",17,17,1.9205508742192e-09,0.012069110337782,0
"FRMD7",10,10,1.9205508742192e-09,0.00722533722027547,0
"GABRR1",8,8,1.9205508742192e-09,0.00592101798543095,0
"GPRC6A",11,11,1.9205508742192e-09,0.00804247371923392,0
"HOXB1",20,20,1.9205508742192e-09,0.0134182450676856,0
"KCNK16",11,11,1.9205508742192e-09,0.00779275866551741,0
"KRT71",14,14,1.9205508742192e-09,0.00942174982228671,0
"KRTAP10-11",14,14,1.9205508742192e-09,0.0101569865270546,0
"KRTAP10-9",11,11,1.9205508742192e-09,0.00817083896411963,0
"LRIT1",11,11,1.9205508742192e-09,0.00834097634306956,0
"MGAT4C",15,15,1.9205508742192e-09,0.0104347038712586,0
"MIR187",13,13,1.9205508742192e-09,0.00929442854801494,0
"MIR1909",8,8,1.9205508742192e-09,0.005456300038975,0
"MIR3668",16,16,1.9205508742192e-09,0.0107065599208972,0
"MIR4319",7,7,1.9205508742192e-09,0.00516295425409163,0
"MIR455",16,16,1.9205508742192e-09,0.0111144939355714,0
"MIR493",9,9,1.9205508742192e-09,0.00634312153476655,0
"MIR539",14,14,1.9205508742192e-09,0.00966367044839589,0
"MIR577",13,13,1.9205508742192e-09,0.00902794758832417,0
"MIR655",13,13,1.9205508742192e-09,0.00897146685291115,0
"MIR889",14,14,1.9205508742192e-09,0.0096636704483959,0
"MIR98",11,11,1.9205508742192e-09,0.00757263642959611,0
"OR51Q1",13,13,1.9205508742192e-09,0.00879125069197718,0
"PDZD3",20,20,1.9205508742192e-09,0.013683071564554,0
"PPP3R2",14,14,1.9205508742192e-09,0.00984049962896437,0
"RGL4",12,12,1.9205508742192e-09,0.00896271781226622,0
"SLC6A1",31,31,1.9205508742192e-09,0.0213564732893629,0
"SLITRK6",38,38,1.9205508742192e-09,0.0252681432428578,0
"SNORA11",9,9,1.9205508742192e-09,0.00584758521160751,0
"SNORA5A",15,15,1.9205508742192e-09,0.0100561211995904,0
"SNORD115-25",6,6,1.9205508742192e-09,0.00420660562005088,0
"SNORD116-16",11,11,1.9205508742192e-09,0.00801916993129939,0
"SNORD116-25",7,7,1.9205508742192e-09,0.0051754722888603,0
"SPEM1",9,9,1.9205508742192e-09,0.00636661541487695,0
"TCF20",15,15,1.9205508742192e-09,0.0101321058731293,0
"TEX33",18,18,1.9205508742192e-09,0.0124248863052962,0
"TPSD1",9,9,1.9205508742192e-09,0.00661409769480345,0
"TUB",16,16,1.9205508742192e-09,0.0114898301990831,0
"UNQ6494",10,10,1.9205508742192e-09,0.00746808776334562,0
"VSIG4",10,10,1.9205508742192e-09,0.00740965371270775,0
"WFDC8",8,8,1.9205508742192e-09,0.00606059128744059,0
"AKAP3",9,9,1.9205508742192e-09,0.0060993465075179,0
"CGB8",22,22,1.9205508742192e-09,0.0148823358516713,0
"DDX43",28,28,1.9205508742192e-09,0.0198023953047914,0
"MIR450A2",22,22,1.9205508742192e-09,0.0150247727824082,0
"MIR4653",22,22,1.9205508742192e-09,0.0153754616622296,0
"PCDHB6",19,19,1.9205508742192e-09,0.0134395616693012,0
"STX19",20,20,1.9205508742192e-09,0.0130437380991274,0
"BSPH1",9,9,1.9205508742192e-09,0.00607369907856379,0
"CYP2F1",8,8,1.9205508742192e-09,0.00487530139013621,0
"DCLK3",19,19,1.9205508742192e-09,0.0134817386550358,0
"FAM47C",3,3,1.9205508742192e-09,0.00175516236698564,0
"HAO2",26,26,1.9205508742192e-09,0.017279926347129,0
"KIR3DL1",15,15,1.9205508742192e-09,0.00924917610917125,0
"KIR3DX1",16,16,1.9205508742192e-09,0.00971556530453932,0
"KRTAP5-11",9,9,1.9205508742192e-09,0.00576070120758592,0
"MIR1301",5,5,1.9205508742192e-09,0.00337636019591091,0
"MIR181A1",18,18,1.9205508742192e-09,0.0119504384557656,0
"MIR181B1",18,18,1.9205508742192e-09,0.0119504384557656,0
"MIR3126",11,11,1.9205508742192e-09,0.00671681976052354,0
"MIR4318",11,11,1.9205508742192e-09,0.00761964498162054,0
"MIR765",11,11,1.9205508742192e-09,0.00728389476402951,0
"MYO7B",10,10,1.9205508742192e-09,0.00685779173491209,0
"N4BP2L2-IT2",7,7,1.9205508742192e-09,0.00448317152638252,0
"OR13D1",6,6,1.9205508742192e-09,0.0040638867350197,0
"OR1S1",5,5,1.9205508742192e-09,0.00296991762836076,0
"OR9A4",16,16,1.9205508742192e-09,0.0105568177964918,0
"SCN10A",10,10,1.9205508742192e-09,0.00625253475208092,0
"SNORD111",8,8,1.9205508742192e-09,0.00523630783269705,0
"TRIM48",3,3,1.9205508742192e-09,0.00177928208030269,0
"TRIM78P",4,4,1.9205508742192e-09,0.00243434353373089,0
"AACSP1",8,8,1.9205508742192e-09,0.00597505002238266,0
"ACE3P",2,2,1.9205508742192e-09,0.00165262802895857,0
"ACER1",13,13,1.9205508742192e-09,0.00972970053331862,0
"ACSBG2",9,9,1.9205508742192e-09,0.00707853488309499,0
"ACSM2B",13,13,1.9205508742192e-09,0.0077942071606567,0
"ADAM20",4,4,1.9205508742192e-09,0.00268389172321659,0
"ADAM20P1",8,8,1.9205508742192e-09,0.00563645511205869,0
"ADAM6",9,9,1.9205508742192e-09,0.00674224102872339,0
"ADAM7",6,6,1.9205508742192e-09,0.00440670075835411,0
"ADH1B",14,14,1.9205508742192e-09,0.00978673828914325,0
"AGAP9",9,9,1.9205508742192e-09,0.00502834098962308,0
"AGBL1",11,11,1.9205508742192e-09,0.00796386066483129,0
"AGTR2",5,5,1.9205508742192e-09,0.00404997677901252,0
"AKAP14",22,22,1.9205508742192e-09,0.0156490030581674,0
"AKR7L",10,10,1.9205508742192e-09,0.00707023432287716,0
"ALDH3B2",17,17,1.9205508742192e-09,0.00925190094673461,0
"ALPPL2",13,13,1.9205508742192e-09,0.00878876476696259,0
"ALS2CR11",15,15,1.9205508742192e-09,0.011255722727185,0
"AMBN",6,6,1.9205508742192e-09,0.00462954292000932,0
"AMELX",7,7,1.9205508742192e-09,0.00527029648584906,0
"AMELY",7,7,1.9205508742192e-09,0.005060905313102,0
"AMY1A",2,2,1.9205508742192e-09,0.00149010097669803,0
"AMY1B",2,2,1.9205508742192e-09,0.00149010097669803,0
"AMY1C",2,2,1.9205508742192e-09,0.00149010097669803,0
"AMY2A",5,5,1.9205508742192e-09,0.00332752968739934,0
"ANKDD1B",4,4,1.9205508742192e-09,0.00273264759941394,0
"ANKRD26P3",12,12,1.9205508742192e-09,0.00865906752304221,0
"ANKRD30B",3,3,1.9205508742192e-09,0.00244569714939945,0
"ANKRD30BP2",8,8,1.9205508742192e-09,0.00550726036767394,0
"ANKRD60",2,2,1.9205508742192e-09,0.00165262802895857,0
"ANO7",18,18,1.9205508742192e-09,0.0120750487902465,0
"ANP32C",5,5,1.9205508742192e-09,0.00399427351191468,0
"ANP32D",7,7,1.9205508742192e-09,0.00496920567382468,0
"AOC3",19,19,1.9205508742192e-09,0.0131698675835635,0
"AQP12A",4,4,1.9205508742192e-09,0.00326740578247624,0
"AQP12B",7,7,1.9205508742192e-09,0.00539695492510662,0
"ARHGAP36",22,22,1.9205508742192e-09,0.0155526934387289,0
"ARL13A",13,13,1.9205508742192e-09,0.00834602217224314,0
"ARPP21",9,9,1.9205508742192e-09,0.00660723233127555,0
"ASB12",12,12,1.9205508742192e-09,0.00864212910683845,0
"ASIC5",12,12,1.9205508742192e-09,0.00813714339133114,0
"ASPG",14,14,1.9205508742192e-09,0.0104099330193156,0
"ATAD3C",7,7,1.9205508742192e-09,0.0049195801343031,0
"ATP10B",5,5,1.9205508742192e-09,0.00405664932987244,0
"ATP13A5",7,7,1.9205508742192e-09,0.0052244450492595,0
"ATP2B3",15,15,1.9205508742192e-09,0.0103126624734531,0
"ATP5EP2",10,10,1.9205508742192e-09,0.00708311844026393,0
"ATP6AP1L",7,7,1.9205508742192e-09,0.00479219111264025,0
"BASP1P1",9,9,1.9205508742192e-09,0.00620179618663114,0
"BCYRN1",1,1,1.9205508742192e-09,0.000825796571655634,0
"BFSP2",16,16,1.9205508742192e-09,0.0111194164275294,0
"BMP15",5,5,1.9205508742192e-09,0.00380293139497325,0
"BOD1L2",9,9,1.9205508742192e-09,0.00674403499745307,0
"BPIFA1",10,10,1.9205508742192e-09,0.00706085812028719,0
"BRS3",16,16,1.9205508742192e-09,0.0112290171889681,0
"BTNL3",5,5,1.9205508742192e-09,0.00394025723677123,0
"C10ORF105",25,25,1.9205508742192e-09,0.0169104997345122,0
"C10orf105",9,9,1.9205508742192e-09,0.00568963354235711,0
"C10orf62",3,3,1.9205508742192e-09,0.00243007620126871,0
"C10orf90",1,1,1.9205508742192e-09,0.000825796571655634,0
"C11ORF40",15,15,1.9205508742192e-09,0.010265148501774,0
"C11orf16",4,4,1.9205508742192e-09,0.00312520487062357,0
"C11orf52",3,3,1.9205508742192e-09,0.00245697853144529,0
"C11orf57",19,19,1.9205508742192e-09,0.0120956572006066,0
"C11orf68",15,15,1.9205508742192e-09,0.010225002219096,0
"C11orf70",6,6,1.9205508742192e-09,0.00449743597562995,0
"C11orf80",12,12,1.9205508742192e-09,0.00709316283575342,0
"C11orf85",2,2,1.9205508742192e-09,0.00165262802895857,0
"C11orf87",2,2,1.9205508742192e-09,0.00165262802895857,0
"C11orf88",4,4,1.9205508742192e-09,0.00310357261408239,0
"C11orf96",4,4,1.9205508742192e-09,0.00279598263847113,0
"C12ORF36",19,19,1.9205508742192e-09,0.0117292222620353,0
"C12orf29",6,6,1.9205508742192e-09,0.00415487731219673,0
"C12orf42",8,8,1.9205508742192e-09,0.00534367764723626,0
"C12orf55",1,1,1.9205508742192e-09,0.000825796571655634,0
"C12orf68",5,5,1.9205508742192e-09,0.00354362076673099,0
"C14orf1",18,18,1.9205508742192e-09,0.0116751141441245,0
"C14orf180",3,3,1.9205508742192e-09,0.00245697853144529,0
"C14orf37",2,2,1.9205508742192e-09,0.00165262802895857,0
"C15orf43",2,2,1.9205508742192e-09,0.00165262802895857,0
"C15orf57",9,9,1.9205508742192e-09,0.00638108364359404,0
"C15orf60",12,12,1.9205508742192e-09,0.00894658032140599,0
"C16ORF3",6,6,1.9205508742192e-09,0.00455844554340557,0
"C16ORF82",10,10,1.9205508742192e-09,0.007664391403727,0
"C16ORF90",5,5,1.9205508742192e-09,0.00383118303795588,0
"C16orf52",8,8,1.9205508742192e-09,0.00559482149559815,0
"C16orf74",8,8,1.9205508742192e-09,0.00521944842013883,0
"C16orf90",18,18,1.9205508742192e-09,0.0116098601835937,0
"C16orf92",12,12,1.9205508742192e-09,0.0087976131904894,0
"C16orf95",5,5,1.9205508742192e-09,0.00376751139622974,0
"C17orf104",2,2,1.9205508742192e-09,0.00165262802895857,0
"C17orf105",10,10,1.9205508742192e-09,0.00672713360476044,0
"C17orf62",14,14,1.9205508742192e-09,0.00971779761191438,0
"C17orf64",9,9,1.9205508742192e-09,0.00620539109673624,0
"C17orf66",5,5,1.9205508742192e-09,0.00352879124657402,0
"C17orf67",4,4,1.9205508742192e-09,0.00315933494866136,0
"C17orf72",5,5,1.9205508742192e-09,0.00306756421907829,0
"C17orf74",3,3,1.9205508742192e-09,0.00233891761245654,0
"C17orf78",12,12,1.9205508742192e-09,0.00831802923468158,0
"C17orf80",17,17,1.9205508742192e-09,0.0108744454936437,0
"C17orf85",20,20,1.9205508742192e-09,0.0135984963030288,0
"C18orf42",9,9,1.9205508742192e-09,0.00625194703974476,0
"C19orf38",14,14,1.9205508742192e-09,0.0093986579095269,0
"C19orf45",4,4,1.9205508742192e-09,0.00298466299681861,0
"C19orf57",12,12,1.9205508742192e-09,0.00865267597333584,0
"C19orf80",2,2,1.9205508742192e-09,0.00165262802895857,0
"C1ORF110",11,11,1.9205508742192e-09,0.00772824004129862,0
